age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default_probability,predicted_default,true_default
41,31686,14,5915,9,6,0,South,1,0.17556250705129772,0,0
62,32432,22,7934,2,9,1,North,1,0.14021915299238266,0,0
61,36179,32,1377,8,2,3,South,0,0.07116816306621851,0,0
26,27670,8,9877,3,9,1,West,0,0.26389097090829167,0,0
46,51478,22,2719,4,1,1,South,1,0.028233762552684366,0,0
39,36301,17,9288,11,7,1,West,1,0.1722733088304515,0,0
35,55897,25,14353,1,4,1,South,1,0.15838370999167004,0,0
27,49510,0,3473,10,7,0,West,0,0.03542823440362966,0,0
51,45828,29,15550,11,4,2,North,1,0.1660843138206723,0,0
47,33194,3,12170,1,1,0,South,0,0.2640527007538836,0,0
54,29404,11,6632,5,2,3,East,1,0.18519528869168997,0,1
33,42827,17,4693,7,9,0,East,1,0.060906709433267,0,0
50,14992,3,15103,8,4,1,North,0,0.3537025993999783,0,1
21,24256,14,5594,5,8,3,East,1,0.2591553668452671,0,0
54,40867,14,5047,8,5,1,South,0,0.05189358271385621,0,0
63,40131,26,14084,11,7,1,North,1,0.07766567889788327,0,0
37,58195,10,4256,11,8,1,East,0,0.10651818894661724,0,0
56,48503,15,14864,11,9,2,South,1,0.2500185013538042,0,0
63,24831,9,6802,5,6,1,East,1,0.26168066119122974,0,0
51,23896,30,19161,6,5,1,West,1,0.3058071909827684,0,0
29,60980,15,12412,11,8,3,North,1,0.18563259520711312,0,0
49,38490,20,13207,8,1,1,East,1,0.16381837915619007,0,0
44,29362,26,8092,7,2,3,West,1,0.17708672757347482,0,0
49,49317,8,19270,8,7,3,South,0,0.2639172634006523,0,0
45,38421,28,16038,9,2,0,North,0,0.11799511946252744,0,0
28,56588,15,5098,1,5,1,East,1,0.11590738051159168,0,0
39,32325,11,2613,3,4,1,West,0,0.10304959541401017,0,0
40,29110,10,14365,7,3,1,East,1,0.2694321445446792,0,1
61,53450,13,4475,12,3,1,South,1,0.032853883153674074,0,0
29,54847,10,16109,8,5,2,North,1,0.14333851932704916,0,0
29,46459,9,12357,11,6,3,West,0,0.1747743334141762,0,0
64,41065,28,11277,13,4,1,North,0,0.1606102673682343,0,0
43,61816,32,18503,13,5,2,West,0,0.07907155838726153,0,0
35,51146,34,1299,1,9,2,South,1,0.18026926478641256,0,0
48,38545,31,16107,3,3,2,East,1,0.17368654163422673,0,0
22,21829,20,12366,11,1,2,East,1,0.5541543888669143,1,1
37,27274,27,9431,1,4,2,North,1,0.36569346887869836,0,1
31,50779,1,10750,5,4,4,East,1,0.1650100663347913,0,1
54,49496,0,18546,14,3,0,South,1,0.26274761035688804,0,1
21,38123,28,8159,5,9,0,West,1,0.10893652610789636,0,0
28,8672,26,16083,2,9,2,West,0,0.7192538890528878,1,1
62,35888,17,8735,14,5,0,South,0,0.07934087500272961,0,0
31,21945,32,2681,13,2,2,West,1,0.2757772912322971,0,0
46,39635,26,15299,2,7,2,East,1,0.2736399041711073,0,0
25,49539,1,13098,11,3,0,South,1,0.1149593011773985,0,0
38,39208,19,1019,12,2,3,North,0,0.08382752648689265,0,0
41,29710,28,11212,7,2,1,East,0,0.2053329084983347,0,0
59,52570,31,16111,3,2,0,North,0,0.06472042072609198,0,0
27,24442,5,4925,14,8,4,West,0,0.243130482349732,0,1
32,41224,9,16394,12,5,2,North,1,0.22416784195251419,0,0
25,31970,11,5691,2,1,1,East,1,0.3703008177885665,0,0
39,59722,26,13483,13,4,0,South,1,0.055478955105330505,0,0
60,40389,14,16566,12,6,2,North,0,0.13141322261068877,0,1
52,42292,21,9568,2,8,1,East,1,0.11510729058419646,0,0
44,68964,3,7249,1,3,3,North,1,0.010447298059999388,0,0
55,32953,21,19991,10,5,0,South,1,0.24005492532520648,0,1
24,53348,4,7408,8,2,7,South,0,0.2603723896842082,0,1
48,38225,15,19125,1,8,1,South,0,0.19646981367702268,0,0
33,42368,1,18368,9,9,0,East,1,0.330564215090545,0,0
35,45050,26,19258,10,3,1,East,0,0.2207295888406987,0,0
60,48768,30,14199,4,2,2,North,1,0.1348546298672313,0,0
23,77578,31,18871,10,7,1,East,0,0.05761256163261512,0,0
63,45397,0,12443,10,5,2,East,1,0.1852760601375986,0,0
21,47592,28,17143,12,4,0,South,1,0.42048451316564406,0,1
29,40760,24,11418,6,6,0,West,1,0.16716551693227788,0,0
22,17709,25,14994,10,6,1,East,0,0.3216724980215843,0,0
45,40761,6,2417,7,7,0,West,1,0.04462960122076418,0,0
35,42929,8,7470,2,7,0,North,1,0.11095018347530818,0,0
35,33839,34,12884,2,2,3,East,0,0.2611906073098069,0,0
31,48142,10,5930,7,2,1,North,1,0.07080367749073264,0,0
62,31426,24,11862,1,3,4,North,1,0.19290297729499703,0,0
22,41502,25,18936,14,4,0,South,0,0.5897506364765664,1,1
25,42580,17,17601,13,3,1,East,1,0.44513678584750055,0,0
55,66694,13,5201,4,3,0,North,1,0.02046037576547589,0,0
61,38927,7,10599,9,5,0,West,1,0.08065283847537383,0,0
38,25823,26,5439,10,2,0,South,0,0.19296515385766086,0,0
33,29494,23,15581,12,4,1,East,0,0.29128971026516776,0,1
53,28202,26,3485,4,9,2,South,0,0.26480834439095124,0,0
51,16820,20,3160,9,8,1,North,0,0.08096630935814668,0,0
50,19850,5,8402,12,5,1,North,1,0.4989730697246675,0,0
32,41656,15,2427,12,3,2,East,1,0.12325308224374264,0,0
32,44656,9,6067,12,9,1,South,1,0.08202873434777626,0,0
44,37986,26,19531,4,8,3,West,0,0.34113845639285356,0,1
52,29859,3,10361,8,4,1,East,0,0.11329577418795767,0,0
41,58127,6,7738,6,7,2,North,1,0.11993291246874348,0,0
47,59692,26,18926,1,9,1,East,1,0.08619070301355787,0,1
27,34393,34,16813,14,6,0,East,0,0.24578063161729977,0,0
48,52233,5,8283,7,1,3,South,0,0.07199391014311882,0,0
48,38203,11,11266,8,5,1,East,1,0.19593492201129303,0,1
26,11944,12,17025,14,5,0,South,1,0.5808133015610142,1,0
44,24394,21,12019,10,6,0,East,1,0.32859791245960424,0,1
57,40210,13,17899,1,1,0,East,1,0.2198060212064852,0,0
50,47697,7,9775,11,8,1,North,0,0.08613780642531597,0,0
43,35253,8,15764,13,4,1,East,0,0.19232193761392471,0,0
45,37335,33,4456,9,5,1,North,1,0.14961062629204508,0,0
35,27546,10,7960,13,4,0,West,1,0.24746354158843611,0,0
59,37486,30,16454,7,3,1,West,0,0.15081077317010166,0,0
23,33815,0,11473,13,4,1,East,1,0.5069015050802017,1,0
56,40861,14,9549,1,8,1,South,1,0.11307523118777604,0,0
44,19462,31,7301,6,4,1,West,0,0.34392697111420006,0,0
34,43705,28,10638,11,4,1,North,0,0.16231467674581454,0,0
42,54181,24,13828,13,2,3,North,0,0.09281703924674127,0,0
26,16882,27,8398,8,1,2,South,1,0.6592940871776464,1,1
58,60205,9,8025,7,1,1,South,1,0.07522265057796264,0,0
56,48041,20,17007,5,7,0,West,0,0.04751591857829166,0,0
42,45225,1,6974,13,9,1,East,1,0.03489707515254453,0,0
22,42860,18,3749,9,4,1,West,0,0.0850133059992075,0,0
53,45389,33,13549,6,4,1,East,0,0.1907299589515689,0,1
50,47246,34,7305,4,9,0,North,0,0.04354218417460933,0,0
38,41280,13,1160,1,3,2,South,0,0.11023524844297401,0,0
40,23698,23,1802,12,5,0,East,0,0.17889264357350224,0,0
59,37538,16,2155,1,6,0,South,0,0.04946351453359622,0,0
35,27626,14,7256,11,7,2,South,1,0.32941435554730986,0,0
64,24245,26,8008,5,4,2,North,0,0.20311970910778682,0,0
30,29505,17,4724,7,7,0,North,1,0.1873036532290373,0,1
34,33815,7,15263,6,4,1,East,1,0.29791877896853125,0,1
42,39709,27,6042,4,9,1,West,1,0.11649189924745644,0,0
64,28289,27,12742,6,9,0,South,0,0.1818649935231399,0,0
48,35410,28,5633,14,5,4,South,1,0.14431776258881043,0,1
51,39120,20,9143,6,4,4,South,0,0.1921990270905564,0,0
36,43670,11,16427,10,5,1,North,0,0.18121036662665108,0,0
26,55387,11,5600,5,2,2,East,0,0.14080947598508756,0,0
34,21112,33,9801,7,5,0,East,0,0.17369549654726715,0,0
55,80970,33,17482,13,4,1,South,0,0.0925770240869757,0,0
63,36525,9,12322,3,3,0,East,0,0.1691451789125227,0,0
47,43767,11,19529,14,2,2,West,0,0.1539109727734345,0,0
41,43711,20,5796,1,7,2,North,0,0.1070361951015341,0,0
38,41578,21,14332,10,5,1,South,0,0.12436252370323406,0,0
35,55867,24,16223,9,7,2,South,1,0.22769718977657077,0,0
60,43349,32,8112,6,7,0,East,1,0.02331413111039408,0,0
44,54734,8,10968,1,1,1,East,1,0.10134206949946219,0,0
60,45404,21,12810,5,7,1,North,0,0.09812059300017245,0,0
60,34237,1,1579,10,4,0,North,1,0.06402925517293369,0,0
40,35236,10,12158,4,2,1,East,0,0.1669744045406472,0,0
22,35140,19,18417,2,6,0,West,0,0.4653578506693576,0,0
37,41147,25,1977,2,5,0,East,0,0.16564344157830818,0,0
56,34417,5,16929,9,3,1,West,1,0.2164213690922684,0,1
57,54370,17,19152,10,8,4,South,0,0.22298940185581556,0,0
37,46021,8,14846,1,1,0,South,1,0.08028525130733782,0,0
36,38225,11,5455,7,8,1,South,0,0.08220159019992727,0,0
32,14246,24,8297,13,3,0,East,0,0.6139365702657111,1,1
56,52179,11,1665,12,5,0,West,1,0.025290646129690807,0,0
39,25489,6,17003,3,6,0,South,1,0.46335115746101696,0,0
46,42661,24,16917,12,2,2,West,1,0.16247296311874623,0,0
54,14750,16,6251,1,3,2,South,1,0.3049719343040052,0,1
24,30081,22,17712,11,7,1,South,1,0.5618741926701322,1,0
61,38910,13,10340,10,2,1,North,0,0.06079225666094065,0,0
26,32375,30,6965,13,2,1,West,1,0.18696253576302804,0,0
36,43410,8,4540,1,9,4,South,0,0.3967740041652683,0,0
37,32731,29,10002,7,3,1,East,1,0.18447020314737042,0,0
36,54279,27,8122,6,6,0,West,1,0.13663540838871274,0,0
33,27735,19,6022,5,4,0,West,1,0.19203510988877687,0,0
54,49839,10,13356,8,4,1,East,0,0.08275520859447451,0,0
56,35520,4,5856,7,6,1,East,0,0.05628717799248005,0,0
25,45509,0,19059,5,3,0,North,1,0.2039601743151849,0,0
29,47804,32,3242,11,6,0,South,1,0.03898262427202924,0,0
46,45541,8,14820,1,6,2,South,0,0.17961676644174587,0,0
31,39961,6,7222,10,1,1,West,0,0.09667640877306372,0,0
50,43509,28,3646,9,1,0,South,1,0.026881138281245377,0,0
21,42154,11,11903,6,7,2,South,1,0.40472948862930735,0,1
27,46590,7,5880,11,3,2,North,1,0.08543262318612074,0,1
21,10566,4,6963,1,3,0,South,1,0.6260307264100008,1,0
57,43952,27,13215,8,3,0,East,0,0.06295266729662989,0,0
60,48701,6,18286,4,8,1,East,0,0.1143743824977367,0,0
37,16084,30,1531,14,6,1,West,0,0.32344107470139016,0,0
27,36348,2,11716,12,2,1,North,1,0.4337012609378357,0,0
22,31743,34,8311,7,5,2,South,1,0.22088334257393916,0,0
61,27472,11,5156,13,1,2,West,1,0.19371491464217158,0,0
39,38180,24,4945,6,4,1,East,0,0.11793042120187086,0,0
44,27040,13,19000,12,9,1,South,1,0.41598747059922914,0,1
48,55345,31,3843,10,4,0,West,1,0.02099748623005058,0,0
56,41485,15,12472,4,2,2,South,1,0.16807589271316867,0,1
29,41779,23,14572,1,7,1,South,0,0.2977633172501635,0,0
50,47007,24,3666,7,2,1,South,1,0.055150701928918834,0,1
31,35711,24,9491,9,7,1,West,1,0.20045287464146586,0,0
30,35473,19,13057,12,1,0,East,0,0.24122215133855904,0,0
21,35107,16,8503,4,1,3,South,1,0.5062299188990353,1,1
22,23698,21,13407,3,5,3,East,1,0.3801596616475521,0,0
28,22122,3,3512,13,4,0,East,1,0.31787067677984865,0,0
50,42995,29,15133,10,1,0,South,1,0.11971482517503838,0,0
37,46597,10,3226,13,4,1,East,0,0.04985408018763754,0,0
53,31307,33,6301,12,3,0,South,0,0.05309788457849211,0,0
34,44952,9,5303,4,9,1,North,0,0.09335056462497489,0,0
25,31065,22,17416,10,3,1,North,1,0.401294479666194,0,1
26,51792,17,15720,7,9,0,West,1,0.1416496048185699,0,0
55,20975,2,1589,7,4,0,North,1,0.2392990031599093,0,0
47,68848,21,4849,2,8,1,East,0,0.0032758856299662073,0,0
61,32471,34,1657,7,3,1,West,1,0.12191960122769355,0,0
24,31908,34,12297,9,1,2,North,1,0.362209878110657,0,0
61,50423,28,5616,4,2,1,South,1,0.0713293080731395,0,0
44,11170,29,5471,8,6,1,East,0,0.2969175801613092,0,1
23,33708,23,5466,8,5,0,East,1,0.26247443969462375,0,0
47,38844,22,16740,7,4,0,South,1,0.14258525126356567,0,0
23,32715,22,14118,13,9,2,East,0,0.4230914873732919,0,1
56,54243,21,1065,1,5,0,North,0,0.01713677824363003,0,0
36,35119,12,7546,3,8,0,South,0,0.14214184943971309,0,0
24,37605,33,7022,8,6,3,North,1,0.2376812980055765,0,0
53,52511,28,10617,11,8,0,East,0,0.09108642493949497,0,0
57,25372,34,13451,6,3,1,West,1,0.26682107790716886,0,0
61,37149,31,7227,8,5,1,West,0,0.06613929006965351,0,0
56,38080,4,10926,11,7,1,North,1,0.22802974643764587,0,0
30,53024,11,1233,11,1,1,North,1,0.06012424823836846,0,0
33,35666,32,9498,6,8,0,North,0,0.1080550837184065,0,0
49,37973,15,2467,1,8,0,South,1,0.15203411546001108,0,0
55,41978,7,18142,6,8,4,West,1,0.4543505686106552,0,0
23,57586,18,13706,4,3,3,North,0,0.1709378658504965,0,0
47,50615,32,11472,2,3,1,West,1,0.10656852603855675,0,0
36,39593,22,15770,3,5,0,West,0,0.31214626942977064,0,0
52,42725,34,9946,3,4,1,North,0,0.1003966788923328,0,0
62,31755,18,4460,1,2,0,West,0,0.12819546032128246,0,0
30,48810,22,14898,8,6,2,East,1,0.16303255096610011,0,0
58,67088,15,14078,9,1,1,East,0,0.01480304907593219,0,0
29,24715,6,4554,2,5,1,West,1,0.2849535261168992,0,1
63,39301,22,1626,4,6,1,North,1,0.11185691521822354,0,0
22,53321,7,15836,5,1,3,North,1,0.2615402788936338,0,1
54,55452,20,3687,9,5,2,West,0,0.02806247711929117,0,0
49,27351,3,2377,8,9,2,North,1,0.18409827523770536,0,1
23,61204,5,12922,3,3,0,South,1,0.12340387302974413,0,0
49,44511,32,1391,12,1,1,North,1,0.04515556998390079,0,0
36,17321,26,7342,13,2,1,East,0,0.4362015737542463,0,0
22,51734,3,14729,9,5,1,West,1,0.22042610563236503,0,0
40,27146,12,12509,3,1,0,East,0,0.2656585366287727,0,0
27,29166,26,12298,9,7,3,West,0,0.32075515353003603,0,1
22,22372,6,14377,14,4,0,West,1,0.6261054209469953,1,0
35,42672,28,15424,11,7,1,South,0,0.3828414506794804,0,0
54,59744,13,18027,3,9,1,North,0,0.03458500244169794,0,0
63,39603,20,17019,9,6,4,North,0,0.14939418306860625,0,0
60,25973,16,4696,10,5,4,South,1,0.27827794213930057,0,0
61,34925,30,6171,9,6,2,South,0,0.07904199724457077,0,0
31,46206,9,6642,3,3,1,South,0,0.0872935509272323,0,0
56,53984,12,9691,11,8,0,West,1,0.05325033757914962,0,0
30,44428,16,8191,11,6,1,East,0,0.12640195875351073,0,0
22,9285,20,10682,6,7,1,West,0,0.6844111712692057,1,1
22,32042,17,17170,13,8,2,East,0,0.4196517682067589,0,0
24,47772,22,12328,13,2,1,North,1,0.12858218387163228,0,0
21,38610,31,3326,1,7,2,East,1,0.2600833139226663,0,1
60,56335,3,3397,2,3,0,South,1,0.04371905289003707,0,0
57,39825,10,10979,10,7,2,North,1,0.1736584337970305,0,0
21,56251,32,9863,8,2,4,North,1,0.20788362731607304,0,1
21,18806,25,1855,5,3,0,South,0,0.2722634269757038,0,0
24,35037,19,12771,8,9,0,North,0,0.45977137380447425,0,0
57,56348,10,10768,11,9,1,West,1,0.0792875862858766,0,0
58,21474,13,1857,4,6,2,South,0,0.14352870063239298,0,0
49,20264,3,11960,7,4,0,North,1,0.3949724396454918,0,0
49,50858,17,14634,14,9,1,South,0,0.12932222442494043,0,0
63,50210,28,18435,8,5,2,West,1,0.11556791273554277,0,1
62,25661,11,13438,10,7,2,North,0,0.35928466545033305,0,0
54,26079,2,8973,11,1,1,West,0,0.18665076311611414,0,0
47,38618,11,18863,11,9,2,West,1,0.39138709093659874,0,0
30,31507,17,3044,6,6,1,East,1,0.18264404759230468,0,0
25,44195,32,11114,13,3,1,East,1,0.21983422164203387,0,1
25,36534,17,14892,12,6,1,East,1,0.32739909411194157,0,0
32,24913,20,16433,7,8,2,East,1,0.379126370138534,0,0
21,54892,24,14473,1,8,0,West,1,0.2198023390490327,0,1
45,31961,9,16551,9,5,0,West,0,0.23641892951357435,0,1
56,34952,16,6312,13,2,0,North,0,0.16671451082356684,0,0
38,16920,8,7076,2,8,0,East,1,0.31243889251146534,0,0
55,40133,17,13755,8,1,1,East,1,0.1459819014237147,0,0
30,45115,32,15715,8,6,1,East,1,0.2822687678508257,0,0
58,26965,6,6864,11,1,0,North,1,0.1692543742508472,0,0
23,45415,4,13030,14,9,0,South,0,0.3685057314823127,0,0
54,26609,28,14543,7,6,3,North,1,0.36679829135520436,0,0
50,41552,32,11427,12,9,1,East,1,0.23481390036231717,0,0
44,51716,10,8503,3,6,0,South,1,0.07444062771269506,0,0
34,48861,34,9129,8,1,1,North,1,0.21924438513117134,0,0
24,21203,24,17346,2,2,4,South,0,0.527808212954209,1,1
22,40744,14,6871,12,3,0,East,0,0.08610823576869198,0,0
57,30734,33,14878,4,6,0,East,0,0.17547399025107444,0,1
55,43219,21,2389,14,2,3,East,1,0.052773318654926044,0,0
37,22170,33,12294,12,8,0,East,0,0.48398687906698323,0,0
60,26553,7,15713,7,3,0,North,1,0.2102711000925568,0,1
49,57406,12,7552,8,6,3,West,0,0.04967525149920775,0,0
53,58224,7,8758,13,4,1,East,1,0.06715748912031101,0,0
23,45290,2,5377,13,5,1,East,0,0.1144664205860013,0,0
29,46294,29,5240,4,5,0,East,1,0.0745431277969055,0,0
58,45091,2,19239,6,8,1,East,1,0.329539827519259,0,0
27,42859,31,18610,4,9,3,West,0,0.4518570523407177,0,0
25,31608,23,7838,13,7,3,South,0,0.42636070586502245,0,0
51,51017,3,6922,4,7,1,East,1,0.0885736149433829,0,1
22,48799,26,10668,3,4,1,South,1,0.28402068752391835,0,1
56,64058,10,17946,10,8,1,West,1,0.061266398833061064,0,0
32,36059,4,11249,12,6,1,East,0,0.2379969786781614,0,0
34,34190,24,17905,12,6,3,North,0,0.4322493637176892,0,0
46,40078,14,12961,13,5,0,North,1,0.14848814231253982,0,1
33,32152,33,8498,9,5,1,North,1,0.19297955688950733,0,0
62,50567,11,13070,7,6,4,East,0,0.22084141409833163,0,0
31,48218,7,9594,4,2,1,West,1,0.13719938353512418,0,0
40,45948,29,17061,14,9,1,East,0,0.31858605399007206,0,0
54,36579,3,17582,6,2,2,East,0,0.24033987704237791,0,0
44,5000,18,11022,11,4,2,South,0,0.43197221376254474,0,1
46,38376,10,7069,7,2,0,West,1,0.14526408389298956,0,0
58,31505,24,5397,4,4,0,North,0,0.08721135520731362,0,0
53,43124,2,5626,1,2,2,East,1,0.16152713290938148,0,1
35,52161,2,14687,1,9,0,North,1,0.08434140300660498,0,0
56,38874,23,3403,7,7,0,South,1,0.047310056560597565,0,0
48,43122,34,11209,12,3,1,East,0,0.17531278943840273,0,0
35,40826,7,4881,2,6,0,West,0,0.10631238702467945,0,0
27,22861,16,12752,6,5,1,East,1,0.4041252600561546,0,0
44,24286,23,6410,3,4,2,South,1,0.32814808642992305,0,0
42,34759,6,9293,1,6,1,South,1,0.15161740957948844,0,0
34,28544,0,2046,1,2,1,East,1,0.5407849427343118,1,0
37,26957,26,12998,12,3,3,North,0,0.3016217727875423,0,0
42,53115,12,4706,13,3,1,West,1,0.04442775110887106,0,0
42,57644,22,15035,13,8,0,North,0,0.06135629987517725,0,0
36,45856,19,7647,8,6,1,West,0,0.0891721306770479,0,0
28,45572,12,7947,5,5,0,East,1,0.05501233208333539,0,1
51,38704,8,9295,1,4,0,West,1,0.06683459309631049,0,0
31,29963,17,18726,11,2,0,North,0,0.7093521991190412,1,0
40,62600,6,15337,7,7,1,North,1,0.051321444480762916,0,1
22,63382,31,19083,3,3,0,South,1,0.19764260015116705,0,0
48,36499,30,11271,6,4,2,North,0,0.23714464791309103,0,0
54,33190,25,12974,14,5,0,East,0,0.11727275488553626,0,1
32,26133,20,5589,13,7,1,West,1,0.31155586053139533,0,0
42,42707,10,15661,12,6,0,South,1,0.2873920216945712,0,0
64,51610,15,3342,10,3,0,East,1,0.042642988716086606,0,0
23,32576,31,10164,7,8,0,South,1,0.20959063141014678,0,0
51,28135,16,9759,8,7,1,South,0,0.15048281948839548,0,0
28,41064,24,13759,3,3,1,East,1,0.24070782110652095,0,0
26,35919,23,17098,2,9,0,East,1,0.4979079447395516,0,0
43,53646,6,13851,13,9,1,North,0,0.049990867738785014,0,0
31,32231,25,15852,13,7,1,East,1,0.3579362692572222,0,0
41,23320,31,14558,6,9,3,East,0,0.3773879465119379,0,0
61,27692,27,7185,3,3,2,East,0,0.2221315509549484,0,0
62,54668,2,17552,14,1,2,West,1,0.21565856715263113,0,0
48,34737,14,19639,3,7,0,West,0,0.13118660943659127,0,1
23,39869,4,18267,7,1,0,West,1,0.37989865014719754,0,0
32,27866,34,10627,10,6,0,East,1,0.31532089419377496,0,0
22,46392,12,7026,12,4,2,South,0,0.21548883508289499,0,0
25,67170,19,16625,12,9,0,North,0,0.0073289544842848504,0,0
39,43454,14,9275,1,9,0,East,1,0.08073925798613207,0,1
26,33209,10,15451,7,6,2,North,1,0.38583759193603945,0,0
26,43358,18,16765,5,8,1,West,1,0.24751962598352548,0,1
57,24466,5,17238,7,7,2,South,0,0.2113235265659148,0,0
46,21002,3,9346,5,2,2,West,1,0.6069080690905956,1,0
54,48599,23,1570,4,2,1,West,0,0.08664673943901705,0,0
33,41527,23,6074,3,8,3,East,1,0.2058716707760203,0,0
23,49235,3,18185,2,6,0,West,1,0.4212545196777706,0,0
60,49230,19,16206,5,1,0,West,1,0.054312688145839255,0,0
64,47729,15,4098,8,7,1,North,1,0.037449443419535315,0,0
59,51994,24,10319,5,9,1,North,0,0.09300120070689283,0,0
52,55905,0,7570,2,6,0,East,1,0.06580350843772902,0,0
23,40549,9,2596,10,7,2,East,0,0.08833547786996676,0,0
33,30342,14,7989,12,1,0,South,1,0.21273688856312806,0,0
52,29911,6,2360,9,9,1,West,0,0.0718367853498156,0,0
23,56128,24,4305,4,9,2,South,0,0.19198469200036014,0,0
44,45477,3,12070,8,9,3,South,0,0.26173464813687913,0,0
57,15687,9,13474,4,8,4,East,1,0.5451843888740265,1,1
49,45263,17,15256,8,6,2,East,0,0.13047329461868754,0,0
59,56069,22,8212,14,8,2,North,0,0.1948470387247334,0,0
22,29571,19,18899,10,1,1,South,0,0.5863631186715816,1,0
24,45657,1,17726,8,5,1,South,0,0.31923915637222094,0,0
54,48430,21,3402,13,1,0,North,1,0.0148432958518078,0,0
25,50764,7,4324,6,5,2,East,0,0.09775610848957708,0,0
35,23445,23,6695,13,1,1,South,0,0.30654323896758584,0,1
23,34659,1,16616,8,2,1,South,0,0.4361351821421057,0,1
47,46007,11,9191,7,7,0,East,1,0.05432679417910384,0,0
31,40193,14,8400,4,8,1,West,0,0.2697899088902631,0,0
57,45874,19,4045,13,9,0,North,0,0.027043254004844607,0,1
24,46167,31,15115,14,9,4,South,1,0.40028347692978766,0,1
31,31425,20,11106,14,6,0,West,0,0.2085433556886926,0,0
28,34317,15,13844,13,7,2,East,1,0.33584225333406087,0,0
43,42592,21,14397,9,3,0,North,1,0.0693194354307589,0,1
25,45228,5,6025,3,2,1,South,0,0.06614608257449155,0,0
48,42533,3,19624,5,2,0,South,1,0.1297575095882089,0,0
37,45530,6,16409,5,9,0,West,0,0.09832512417276239,0,0
43,29261,2,14255,6,3,0,East,0,0.2747407798838082,0,0
30,18280,30,2757,9,7,1,North,0,0.1400913692348625,0,0
53,46743,11,7635,7,5,1,South,1,0.06081198547097554,0,0
43,44072,12,2510,9,6,1,South,0,0.05511821029719511,0,0
24,37775,10,12544,2,7,1,West,0,0.30364074467196756,0,0
56,27417,18,6688,11,9,1,West,0,0.18203804529053053,0,0
24,21254,0,15368,8,5,3,West,1,0.5125473722296127,1,1
46,55118,4,18669,8,9,4,East,1,0.20385739042149342,0,0
40,31649,24,4562,5,3,1,West,0,0.1396980123113712,0,0
47,57578,3,9625,7,2,2,North,1,0.09605466600041426,0,1
57,47926,7,4455,9,2,1,South,1,0.04448116332950903,0,1
23,39684,2,8828,9,9,0,South,0,0.07398216047191077,0,0
39,60025,12,13697,13,6,0,North,0,0.04447776399644805,0,0
55,45505,2,12156,2,7,2,East,1,0.16745783408881426,0,0
50,33584,16,9448,10,1,2,North,0,0.1120754739900212,0,0
49,59817,1,12585,2,7,2,West,0,0.06920916221538162,0,1
31,46179,18,5715,14,2,0,South,1,0.041217405399679975,0,0
23,55433,4,1824,7,6,0,South,1,0.12733218270250696,0,0
31,12881,12,7381,5,5,3,West,0,0.4437409217039091,0,0
33,54936,1,7274,1,5,0,East,0,0.049488787905920456,0,0
40,45478,16,13280,11,2,0,East,0,0.16289550412872564,0,0
46,43878,10,6506,11,4,1,South,1,0.09903474273077617,0,0
23,32114,3,18366,2,4,1,South,0,0.5464543970719694,1,1
25,57482,18,1391,9,8,1,East,1,0.07554548874868271,0,1
56,44460,23,6734,10,6,1,East,1,0.05890314720387016,0,0
63,35602,24,9148,3,5,0,South,1,0.11286489102024129,0,0
51,19080,29,3030,11,8,2,West,1,0.30234549879749356,0,0
35,39775,22,2850,9,9,1,North,1,0.12050398992377764,0,0
38,46935,33,14149,6,2,0,West,0,0.1178941319302602,0,0
40,46601,5,7628,3,1,0,East,1,0.0647423576855316,0,0
30,27227,14,3951,8,8,2,East,1,0.3479513572961007,0,1
42,30608,20,17226,14,1,1,North,0,0.27738182334471223,0,1
46,31863,28,17298,6,4,0,South,1,0.20179142645265208,0,0
25,50662,30,10319,9,7,1,South,1,0.1319703325142365,0,0
33,51438,11,15877,12,2,2,East,1,0.1304043437027012,0,0
25,49947,10,12324,7,6,0,North,1,0.15133011220431997,0,0
31,40228,25,1022,9,5,2,North,0,0.11858327219511869,0,0
60,28834,15,2691,5,3,0,West,0,0.062046040578085715,0,0
59,41053,19,14576,8,5,4,West,1,0.21048168880791993,0,0
64,31426,19,5216,4,2,2,East,0,0.15260045698861566,0,0
32,52211,13,8275,9,6,3,East,0,0.10030678927531417,0,0
55,54346,30,10358,3,8,0,East,1,0.061972422104859475,0,0
36,37659,17,15282,13,3,0,West,1,0.2978182494385722,0,0
38,34659,22,12908,9,9,1,North,0,0.25611034201708566,0,0
35,51228,24,6184,6,3,3,West,1,0.12115987538899603,0,0
48,62725,15,4409,13,7,2,North,1,0.07399799960157587,0,0
56,33905,22,4920,3,8,0,South,0,0.12249185553320249,0,0
42,45776,22,4706,4,7,2,South,1,0.13955639808385986,0,0
45,19125,7,8832,9,1,0,North,0,0.2464432242994747,0,0
22,33278,15,17114,2,6,3,South,0,0.42405176710587283,0,1
39,43088,34,6386,12,4,3,South,1,0.17779325596229095,0,0
56,17933,17,6354,11,1,0,East,0,0.2251002458352959,0,0
55,26882,11,3301,7,3,1,East,0,0.0637542038140591,0,0
37,23627,33,12701,11,1,2,North,1,0.41677044996215823,0,0
27,34448,29,3718,6,1,2,East,1,0.19635201787009898,0,0
23,41456,27,7670,8,8,3,South,0,0.18963439031661236,0,0
26,41074,21,6557,10,7,2,North,1,0.10584653220499521,0,1
