client_id,age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default
1702,28,24593,23,17037,8,7,2,North,0,0
1703,31,51718,0,16685,4,8,0,West,0,0
1704,33,64677,5,9929,12,5,0,West,1,0
1705,37,38942,3,4719,4,5,2,North,0,0
1706,28,37945,0,17438,14,6,0,South,0,0
1707,41,37443,30,12117,6,7,2,East,0,0
1708,38,47447,8,19448,9,5,1,South,1,1
1709,50,46129,22,12834,9,5,1,West,1,0
1710,38,20912,30,4855,12,4,1,West,0,0
1711,51,29606,28,14369,8,1,2,West,0,0
1712,58,46087,20,3751,1,7,2,North,0,0
1713,52,38259,2,1724,12,7,1,East,0,0
1714,31,26006,25,10445,10,6,0,West,0,1
1715,45,58003,5,10369,10,2,0,West,1,0
1716,53,30403,19,10488,2,2,1,South,1,0
1717,58,40429,12,9049,3,6,3,West,0,0
1718,61,37941,22,14357,11,9,3,West,1,0
1719,28,27055,14,17233,5,5,0,North,0,0
1720,31,42219,30,19883,5,7,4,South,1,1
1721,42,44705,3,2329,13,2,3,South,1,1
1722,44,34387,10,13538,10,6,2,West,1,0
1723,61,35965,1,19834,8,6,1,North,0,0
1724,37,47205,15,15053,2,6,1,North,1,0
1725,32,16298,30,15535,2,6,2,East,0,1
1726,52,29859,3,10361,8,4,1,East,0,0
1727,35,42561,27,8057,1,5,2,West,1,1
1728,36,33679,15,12631,9,4,3,East,0,1
1729,42,33507,24,11559,2,6,1,North,1,1
1730,48,50820,12,5294,12,9,3,South,0,0
1731,40,32400,4,10656,5,5,3,East,1,0
1732,53,63750,29,14370,3,5,2,West,1,0
1733,30,18945,0,19114,5,3,2,North,0,1
1734,60,13456,4,9149,12,7,1,East,1,1
1735,52,50547,13,15478,8,5,3,North,1,1
1736,53,28192,10,2123,8,2,2,South,1,0
1737,22,28395,33,18872,6,9,1,North,0,1
1738,53,51816,28,17648,9,5,3,West,1,0
1739,53,34032,17,16366,7,7,1,East,1,0
1740,61,50924,14,19413,2,7,2,North,1,0
1741,33,32675,24,7874,1,8,2,South,0,0
1742,50,44350,29,4766,8,4,3,East,0,0
1743,53,33862,1,9587,1,7,0,East,0,0
1744,33,28962,26,8056,8,3,1,West,0,0
1745,46,60767,14,9299,12,9,2,South,0,0
1746,42,53397,31,4563,9,8,2,North,1,0
1747,59,31280,19,12098,1,9,0,South,1,0
1748,22,37859,13,8849,7,2,0,South,0,0
1749,58,57714,26,14771,5,4,0,South,1,0
1750,59,28141,2,7035,13,1,2,North,1,1
1751,46,28790,2,16104,14,8,4,East,0,1
1752,35,45640,12,8959,8,4,0,South,0,0
1753,54,67245,24,4196,4,4,1,North,1,0
1754,62,40645,17,18569,2,7,3,East,0,0
1755,64,52597,0,5131,7,6,1,West,0,0
1756,60,27790,4,1412,13,3,1,North,0,0
1757,31,44332,1,9674,7,8,0,South,1,0
1758,23,35684,29,12151,8,2,0,South,0,0
1759,26,62399,16,4847,14,1,2,North,1,0
1760,29,59184,28,9794,9,2,0,North,1,0
1761,26,67353,3,2081,14,9,1,South,1,0
1762,29,31654,8,9216,6,5,0,North,0,0
1763,59,40425,20,9389,3,5,3,South,1,0
1764,51,44502,11,9614,5,6,1,North,1,0
1765,52,32122,11,18525,14,3,1,West,1,0
1766,61,41572,3,11245,14,1,3,East,1,0
1767,32,50907,27,18504,3,8,2,West,1,0
1768,28,33395,8,13359,10,7,0,North,1,1
1769,28,31559,31,5527,9,8,3,West,0,0
1770,48,30764,12,13667,5,9,2,West,1,0
1771,40,23875,33,7693,7,2,0,East,0,1
1772,27,50247,18,5903,10,5,1,North,0,0
1773,31,31531,13,1055,7,2,1,West,0,0
1774,40,30266,4,14414,7,8,1,West,1,1
1775,36,46348,26,3263,12,4,3,North,0,0
1776,24,39872,27,9482,10,4,2,East,0,0
1777,26,33693,25,16050,4,8,0,West,1,0
1778,42,49727,9,19378,4,7,1,South,0,0
1779,46,33214,23,18218,13,1,0,East,1,0
1780,23,13876,16,6270,3,7,3,North,1,0
1781,61,55998,15,15272,4,3,0,South,1,0
1782,62,30061,16,15526,9,5,0,South,1,0
1783,34,31372,0,15742,5,8,1,West,0,0
1784,31,31425,20,11106,14,6,0,West,0,0
1785,38,40715,21,11793,6,8,2,North,0,0
1786,32,36709,4,2501,4,5,1,West,1,1
1787,43,51856,20,16295,13,9,3,East,0,0
1788,32,59741,8,16553,1,6,0,South,1,0
1789,33,31849,26,12513,13,9,0,East,0,0
1790,45,28743,11,5136,7,4,0,South,1,0
1791,39,33737,17,15705,13,2,3,North,0,0
1792,56,45268,34,17403,7,8,1,South,0,0
1793,28,38603,14,18416,6,5,1,West,0,0
1794,49,33995,29,10016,4,2,1,North,1,0
1795,52,24435,32,14947,10,6,0,North,1,0
1796,64,13493,29,12853,13,3,3,North,1,1
1797,38,27943,25,15353,8,1,1,South,1,0
1798,26,55172,20,1747,12,6,1,East,0,0
1799,38,45231,30,11558,14,8,3,West,1,0
1800,39,37701,16,17071,8,1,1,East,0,0
1801,42,48757,16,8004,1,3,1,South,0,1
1802,57,24545,33,18351,9,6,1,East,1,0
1803,52,40681,23,16641,8,3,1,East,1,0
1804,61,18563,32,4547,2,7,3,East,1,0
1805,23,44152,3,4015,9,6,2,North,1,0
1806,48,43114,8,19188,4,9,1,South,1,1
1807,30,43399,1,3023,10,6,0,South,0,1
1808,55,54011,34,9592,14,7,1,West,0,0
1809,49,49311,14,11512,12,2,1,West,1,0
1810,35,25493,2,4324,6,4,2,North,0,0
1811,53,54192,30,19261,14,5,0,South,0,0
1812,27,37486,22,11879,2,2,1,West,0,1
1813,32,16358,11,4675,10,7,2,West,1,0
1814,50,38694,7,11111,4,4,0,North,1,0
1815,41,47765,20,17389,2,9,1,West,0,0
1816,51,27833,20,6533,12,8,0,West,1,0
1817,44,55994,31,10713,9,9,0,West,0,0
1818,40,28920,16,6175,9,8,1,West,0,0
1819,57,34226,23,4878,5,5,1,East,0,0
1820,24,32023,7,10013,3,9,3,North,1,0
1821,48,19492,17,4093,3,5,0,North,0,0
1822,64,28082,10,15776,1,8,3,East,0,1
1823,40,31457,9,12304,13,4,2,West,1,0
1824,44,38438,25,18241,8,5,1,South,1,0
1825,52,5000,5,8618,3,4,1,West,0,0
1826,61,48598,16,8977,12,2,0,East,0,0
1827,56,48480,22,3550,4,4,2,West,1,0
1828,54,54177,27,2225,2,5,0,North,0,0
1829,56,22100,15,17011,8,6,2,West,0,0
1830,22,36486,11,9845,3,4,3,South,0,1
1831,35,51297,20,8453,14,4,0,North,0,1
1832,54,52329,23,10531,12,6,0,West,0,0
1833,56,57747,27,5556,11,7,0,West,1,0
1834,26,41232,20,3717,2,7,1,South,0,0
1835,59,39328,32,4392,1,4,0,West,1,0
1836,62,21304,1,14486,13,5,2,East,0,0
1837,32,52778,18,10254,14,3,3,South,1,0
1838,23,34476,27,7122,10,5,0,East,1,0
1839,38,40407,14,11724,2,5,3,South,0,1
1840,60,39606,0,10800,2,4,1,North,0,0
1841,41,11264,27,18465,13,6,3,South,0,0
1842,35,30262,34,7639,4,5,0,South,1,0
1843,53,45446,31,14445,11,8,4,East,0,0
1844,55,39416,27,5750,1,2,2,East,0,0
1845,46,45541,8,14820,1,6,2,South,0,0
1846,28,49406,23,3654,6,2,1,North,0,0
1847,56,30121,3,17539,5,6,3,South,1,0
1848,50,33818,2,4069,1,4,1,West,0,1
1849,43,38305,21,19347,6,1,0,South,1,0
1850,62,49281,24,14713,14,6,1,North,0,0
1851,64,37190,21,8663,8,3,1,East,1,0
1852,34,18626,33,7303,13,7,0,West,1,0
1853,34,37621,19,7142,5,3,0,South,1,0
1854,22,48799,26,10668,3,4,1,South,1,1
1855,57,56284,31,4755,3,9,4,South,1,0
1856,25,43366,28,16429,13,7,2,East,1,0
1857,58,22168,31,1830,11,4,2,North,0,0
1858,61,35123,23,14625,12,2,1,West,0,0
1859,34,45700,2,7574,2,5,2,North,1,0
1860,59,50394,26,14693,9,8,0,North,0,1
1861,45,46084,8,7121,9,2,2,South,0,0
1862,40,36980,22,16526,7,9,2,West,0,0
1863,22,50302,6,2342,1,5,2,West,1,0
1864,59,32313,16,11356,1,6,1,East,1,0
1865,26,42215,6,11936,4,7,1,West,0,1
1866,37,48997,29,13490,12,9,1,North,0,1
1867,45,46919,12,2844,2,7,0,South,0,0
1868,48,47189,17,14249,13,4,0,South,0,0
1869,22,46886,30,17845,3,5,0,South,0,0
1870,55,27415,21,1200,2,3,4,North,1,0
1871,57,40210,13,17899,1,1,0,East,1,0
1872,25,29089,17,6871,3,3,1,East,0,0
1873,21,36526,34,14517,7,1,0,West,1,0
1874,60,25973,16,4696,10,5,4,South,1,0
1875,32,44139,18,10467,9,7,0,South,0,0
1876,56,16418,30,19013,10,9,2,South,1,1
1877,43,47407,14,5489,9,4,0,South,1,0
1878,51,40184,28,3016,8,1,0,South,1,0
1879,31,62825,15,9358,6,7,1,West,1,0
1880,30,37544,32,1975,1,3,1,East,0,1
1881,23,37541,24,8305,8,1,2,East,1,1
1882,34,48190,15,18243,8,4,2,North,1,0
1883,36,38242,29,1209,14,9,1,South,1,0
1884,30,43297,33,14055,12,6,1,East,1,0
1885,49,51932,1,10800,9,6,0,East,0,0
1886,30,36789,17,1213,10,7,0,West,0,0
1887,32,54343,4,6782,11,1,0,West,0,0
1888,50,19850,5,8402,12,5,1,North,1,0
1889,61,59241,11,1303,6,4,1,North,0,0
1890,21,18542,11,18244,3,4,0,East,0,1
1891,25,56226,11,19239,6,7,2,North,0,1
1892,40,17602,8,7951,8,2,1,East,0,1
1893,28,63767,21,12653,7,5,2,West,1,0
1894,63,41930,15,3167,13,7,1,North,0,0
1895,32,28661,3,6959,8,3,0,East,0,0
1896,21,62381,2,19017,3,2,1,East,0,0
1897,40,26933,15,3474,8,1,3,West,0,0
1898,48,37271,13,14855,5,5,1,East,1,0
1899,63,71256,3,3377,7,5,0,South,0,0
1900,57,44746,1,5275,13,4,2,South,0,1
1901,57,15687,9,13474,4,8,4,East,1,1
1902,32,36720,10,10552,3,2,0,North,1,0
1903,57,35658,25,8275,6,4,2,South,0,0
1904,64,42262,25,16485,9,5,0,South,0,0
1905,48,39466,3,1772,4,9,0,South,0,0
1906,35,46550,25,12969,12,3,1,South,1,0
1907,26,21663,27,19216,9,1,0,North,0,1
1908,64,33425,1,14345,3,4,3,West,1,1
1909,40,43742,1,8605,6,6,2,North,1,0
1910,34,30854,15,2299,12,7,0,West,1,0
1911,22,53151,22,16853,5,4,4,South,0,0
1912,29,31094,22,13097,9,4,1,South,0,0
1913,57,41719,12,9337,6,6,0,North,1,0
1914,40,38740,20,6163,2,1,1,North,0,0
1915,46,27823,24,13134,4,5,0,West,0,1
1916,49,40725,12,2839,14,3,1,North,1,0
1917,21,24256,14,5594,5,8,3,East,1,0
1918,55,34676,27,18186,11,5,2,North,1,1
1919,26,40363,2,11190,11,7,2,South,0,1
1920,57,22871,22,18702,9,8,3,North,1,1
1921,25,47482,3,17359,13,8,1,South,0,0
1922,53,43124,2,5626,1,2,2,East,1,1
1923,34,46384,7,12990,12,2,0,South,0,0
1924,32,40029,24,11450,9,5,0,North,0,0
1925,62,26191,11,3940,10,3,2,West,1,0
1926,40,39999,4,8398,1,1,0,East,0,1
1927,44,47477,32,6458,1,8,3,East,1,1
1928,63,25716,24,3052,4,6,3,North,0,0
1929,54,26670,24,13044,13,3,1,East,1,1
1930,45,37046,34,7305,6,8,1,South,1,0
1931,49,35544,14,9407,14,1,2,West,0,0
1932,59,39806,25,1785,2,3,3,North,1,0
1933,51,36499,9,7979,1,9,2,East,0,0
1934,63,41919,23,2635,12,6,1,South,0,0
1935,43,54661,34,15279,4,1,2,South,1,0
1936,64,46460,28,15272,8,9,1,East,1,0
1937,58,40673,4,11491,6,7,2,North,1,0
1938,40,26719,23,12944,12,1,0,South,1,0
1939,43,31336,18,4109,5,1,2,East,1,0
1940,36,50100,8,13515,1,5,2,North,0,0
1941,62,34378,25,6004,3,4,2,North,1,0
1942,28,28386,24,8445,14,8,1,South,0,1
1943,41,65176,34,1284,7,2,0,North,1,0
1944,21,58293,13,12773,14,6,2,West,0,0
1945,28,38506,5,11202,10,8,0,South,1,0
1946,49,27008,31,3413,3,1,1,North,1,0
1947,52,48680,25,19027,5,3,3,West,1,0
1948,58,34119,14,8235,6,1,0,West,0,0
1949,25,50662,30,10319,9,7,1,South,1,0
1950,42,34131,18,7335,11,1,0,East,1,0
1951,54,59744,13,18027,3,9,1,North,0,0
1952,21,33775,10,9217,6,8,1,West,0,0
1953,46,68376,26,11237,11,3,1,South,0,0
1954,63,42340,1,16966,2,4,0,North,0,0
1955,30,56611,21,4937,9,9,1,East,1,0
1956,50,33518,1,5807,12,6,1,North,1,0
1957,38,24263,19,15950,9,5,2,East,1,0
1958,37,12325,16,7336,7,5,0,North,1,0
1959,46,55319,3,7524,14,1,2,North,0,0
1960,28,40816,13,18409,11,1,3,East,0,0
1961,60,25029,6,6722,9,3,2,East,1,0
1962,32,55818,14,18452,4,2,0,South,0,0
1963,47,53871,29,10130,10,1,1,South,1,0
1964,28,56588,15,5098,1,5,1,East,1,0
1965,45,23922,1,16265,1,3,0,West,1,0
1966,24,54956,18,10664,2,7,1,North,0,0
1967,53,44608,0,14602,10,8,0,East,0,1
1968,21,57131,30,11517,14,6,3,West,0,0
1969,39,46512,3,17559,11,5,0,West,1,0
1970,51,42076,26,9095,3,5,1,South,0,0
1971,36,55119,24,15617,14,1,1,South,1,0
1972,34,50222,21,18527,2,6,3,North,1,0
1973,25,52981,9,8797,4,6,2,South,0,1
1974,61,34143,32,1950,8,3,2,North,0,0
1975,46,37931,29,5436,3,4,0,East,0,1
1976,48,19194,29,3744,4,4,1,North,0,0
1977,22,33278,15,17114,2,6,3,South,0,1
1978,26,49484,8,2920,1,8,1,South,0,0
1979,29,46770,16,10876,14,9,1,West,1,0
1980,53,28245,34,7419,8,9,1,South,0,0
1981,61,55388,14,10160,7,5,0,West,1,0
1982,45,75676,27,7172,10,8,0,South,1,0
1983,33,29167,19,6930,2,8,3,West,1,0
1984,29,37529,32,4808,8,4,2,North,0,0
1985,33,32540,32,13972,13,4,2,North,1,0
1986,51,38861,12,12507,10,3,0,North,1,1
1987,61,43286,3,15656,3,5,0,West,1,0
1988,31,31632,22,5738,7,8,0,North,1,0
1989,24,36676,7,18488,1,8,2,East,0,1
1990,54,41046,12,14604,12,9,0,North,0,0
1991,58,45659,23,14808,13,1,1,North,1,0
1992,24,57597,29,11697,14,4,0,West,0,0
1993,58,39826,29,14034,3,6,3,North,1,1
1994,39,33257,24,4884,9,5,4,South,1,0
1995,26,48356,32,1732,4,4,2,West,1,0
1996,54,44802,8,17041,1,3,1,North,1,0
1997,38,37686,25,18965,11,2,0,East,1,1
1998,33,45820,23,19811,14,9,0,West,1,0
1999,61,35402,32,17707,6,3,1,North,1,0
2000,43,33635,24,4699,1,4,0,East,0,0
2001,39,17208,14,6181,10,1,2,West,1,0
2002,31,36064,5,9553,1,1,2,South,0,0
2003,21,18849,19,19484,2,9,1,South,0,1
2004,44,32327,15,13968,14,4,1,North,1,0
2005,27,46953,20,11084,3,4,1,East,1,1
2006,45,21937,14,14280,13,6,0,South,0,1
2007,41,37721,3,3754,2,2,1,East,1,0
2008,35,40785,23,18856,8,6,5,South,1,0
2009,21,37136,2,18490,6,7,1,West,1,0
2010,32,34223,0,11618,1,1,1,South,0,0
2011,27,43904,29,16817,6,8,2,East,1,1
2012,35,45569,12,2803,1,6,5,East,0,1
2013,41,40018,17,9272,9,9,0,North,0,1
2014,39,34890,10,16668,14,4,0,West,0,0
2015,49,50376,28,7906,3,2,1,South,1,0
2016,45,24271,3,12931,12,9,1,West,0,0
2017,53,48248,24,3988,1,8,0,West,0,0
2018,52,45036,27,8204,1,2,1,East,1,0
2019,55,42388,7,14028,2,8,0,North,0,0
2020,64,39881,20,9516,13,8,1,West,1,0
2021,58,17320,34,3361,6,5,2,East,1,1
2022,46,56648,17,18618,1,7,0,South,1,0
2023,31,50064,24,17486,7,7,1,East,1,0
2024,55,28463,4,15774,11,4,3,North,1,1
2025,28,49105,7,5912,12,6,1,East,0,1
2026,34,42266,22,1746,4,6,0,West,1,0
2027,30,33003,2,15373,7,6,1,East,1,1
2028,22,54301,30,5908,4,9,2,East,1,1
2029,29,34829,28,4691,11,2,1,East,0,1
2030,23,56273,19,12677,4,8,1,West,0,0
2031,41,46411,2,4064,14,8,1,North,1,0
2032,46,51478,22,2719,4,1,1,South,1,0
2033,28,46949,20,19586,10,2,2,West,0,0
2034,22,46392,12,7026,12,4,2,South,0,0
2035,26,42582,7,11728,10,5,2,South,0,0
2036,48,31278,4,15073,8,5,1,West,1,1
2037,49,40750,24,8737,2,6,3,West,1,0
2038,46,50996,4,8184,8,7,0,West,1,0
2039,45,48631,7,2789,10,1,1,West,0,0
2040,32,46015,3,15575,11,7,1,North,0,0
2041,25,14850,21,14686,1,6,1,North,0,1
2042,54,37441,13,15351,13,5,1,East,1,0
2043,57,36180,18,1259,7,6,3,South,0,0
2044,35,26760,12,19302,7,8,1,South,0,0
2045,64,50845,34,15234,6,6,0,West,0,0
2046,56,15696,3,16266,14,5,2,West,0,0
2047,35,50039,32,8252,4,6,0,South,0,0
2048,63,55950,21,1099,5,9,1,West,0,0
2049,43,37481,0,4905,1,1,3,North,0,0
2050,26,39107,10,16090,2,3,1,East,0,1
2051,64,51610,15,3342,10,3,0,East,1,0
2052,63,30836,3,9091,7,9,0,South,1,0
2053,41,47929,28,6024,2,3,3,North,1,0
2054,43,28986,23,12441,8,6,4,North,0,0
2055,63,25390,8,14755,7,9,1,West,0,0
2056,36,43551,7,17711,10,5,2,West,0,1
2057,35,39679,13,10543,8,9,3,West,1,1
2058,45,19347,14,3289,4,9,0,East,0,0
2059,56,56983,21,18749,1,6,0,East,1,0
2060,31,35023,14,12354,7,8,2,North,0,0
2061,35,46128,5,12291,1,9,1,North,0,0
2062,24,59262,0,18792,7,9,2,North,1,0
2063,41,42971,19,10702,9,8,2,West,1,0
2064,33,55279,1,1219,5,4,0,East,0,0
2065,42,29643,5,7407,14,8,4,West,0,0
2066,39,57051,1,11360,2,2,2,West,0,0
2067,54,30089,2,16405,11,3,0,East,0,0
2068,34,33146,6,14591,14,9,0,West,0,0
2069,24,22544,19,4239,1,4,1,East,1,1
2070,47,43221,4,18653,8,2,3,South,1,0
2071,49,47571,24,8542,13,3,2,North,0,0
2072,48,49201,17,13567,4,7,3,South,0,0
2073,55,22820,0,7857,8,9,0,North,0,0
2074,28,44499,24,1067,2,7,3,North,0,0
2075,36,44943,16,10863,13,8,1,South,0,1
2076,62,47377,14,3012,14,3,2,East,0,0
2077,56,30727,4,1290,3,7,1,West,1,0
2078,50,9936,16,7312,3,1,1,South,1,1
2079,38,48477,20,4679,4,6,2,North,0,0
2080,22,38250,22,5651,9,3,1,East,0,1
2081,33,43362,9,1352,9,2,0,South,1,0
2082,24,38864,16,18647,5,4,1,East,1,0
2083,46,42814,0,19210,7,9,0,South,1,0
2084,45,48845,6,5378,14,6,0,South,1,0
2085,50,17715,11,18989,13,9,1,East,0,0
2086,31,53692,0,4398,14,8,0,East,1,0
2087,27,37814,19,4006,9,5,1,East,0,0
2088,51,59524,30,2004,1,8,2,East,0,0
2089,64,34486,3,15812,13,2,1,South,0,0
2090,30,31820,25,6967,2,8,0,West,0,0
2091,59,38219,11,7428,14,1,2,East,1,0
2092,33,45999,21,3078,6,3,0,South,1,0
2093,51,36707,0,19879,3,7,5,East,0,0
2094,27,46870,0,3261,11,4,4,West,1,0
2095,62,35354,2,2737,12,7,2,South,1,0
2096,62,40418,11,4096,11,1,0,West,1,0
2097,56,66838,20,8927,14,7,2,South,0,0
2098,40,44287,12,3444,7,3,0,South,0,0
2099,24,45249,12,17720,5,2,0,East,0,0
2100,27,22329,17,10159,10,9,2,West,1,0
2101,21,56251,32,9863,8,2,4,North,1,1
2102,64,52797,5,14056,13,3,3,West,1,0
2103,62,31426,24,11862,1,3,4,North,1,0
2104,33,52560,22,11798,14,4,0,West,1,0
2105,42,43957,23,9187,9,7,0,East,1,1
2106,41,40556,25,19979,14,7,2,West,1,0
2107,42,55491,3,3970,11,9,3,West,1,0
2108,48,33852,34,4269,10,8,1,North,0,1
2109,29,31331,10,17862,6,6,0,North,1,0
2110,46,42490,24,18227,12,6,0,West,1,0
2111,29,46338,19,2625,5,5,1,East,1,0
2112,35,51595,0,19264,8,2,1,North,0,0
2113,30,38188,29,4480,12,6,0,East,1,0
2114,44,29802,3,9542,12,6,0,North,1,0
2115,62,70342,22,16860,4,5,2,South,0,0
2116,28,26960,34,4042,12,6,0,South,0,0
2117,44,40661,21,7564,13,5,1,South,1,0
2118,36,49356,30,11233,9,4,2,South,1,0
2119,46,53813,0,18585,5,3,1,South,1,1
2120,47,33194,3,12170,1,1,0,South,0,0
2121,57,17500,18,15073,8,4,5,East,1,1
2122,24,32916,29,11567,9,9,1,East,1,1
2123,44,50335,0,1010,5,7,0,North,1,0
2124,39,47649,18,16611,13,7,1,West,1,1
2125,56,48041,20,17007,5,7,0,West,0,0
2126,59,48539,21,10781,6,4,1,West,1,0
2127,30,56081,1,18885,9,7,0,West,0,0
2128,45,30689,5,8905,5,2,0,South,0,0
2129,38,25625,20,4603,2,8,5,West,0,1
2130,39,44445,32,1289,3,8,2,South,1,0
2131,56,27417,18,6688,11,9,1,West,0,0
2132,30,24869,26,8393,10,5,0,North,0,0
2133,53,54687,28,10868,3,8,0,East,0,1
2134,25,43004,27,14436,9,2,2,South,1,1
2135,55,40341,33,8605,8,8,1,East,1,1
2136,64,40591,0,12827,13,9,1,West,1,0
2137,54,38726,24,13985,13,6,2,East,0,0
2138,53,54606,20,13014,6,6,2,West,0,0
2139,41,21824,33,9374,5,4,2,East,0,1
2140,37,21327,25,17734,10,8,1,East,1,0
2141,42,28763,34,6584,2,7,1,West,1,1
2142,57,43469,22,13965,9,9,3,West,0,1
2143,35,61664,16,7404,10,1,1,South,1,0
2144,55,50429,11,13159,8,8,2,East,0,0
2145,48,47109,19,14499,14,8,0,South,0,0
2146,27,39041,26,15110,5,9,0,West,1,0
2147,52,24009,19,15939,6,7,0,West,0,0
2148,31,46179,10,6825,9,9,3,North,1,0
2149,30,64311,27,4488,1,8,0,North,0,0
2150,29,37119,1,2895,13,9,0,North,1,0
2151,34,33271,23,3908,4,9,0,West,0,1
2152,33,37177,15,2411,5,1,3,East,0,0
2153,45,47197,11,6457,9,3,3,West,1,0
2154,22,41340,15,12574,12,6,3,West,1,1
2155,55,50920,1,11135,5,7,1,North,0,0
2156,27,39598,24,6448,5,4,0,East,1,0
2157,41,37107,28,9847,12,2,1,South,0,0
2158,38,42748,27,9541,12,4,1,North,1,0
2159,23,33524,9,15658,3,6,1,West,0,0
2160,62,60889,22,18527,8,4,1,West,1,0
2161,59,49877,31,17781,14,2,0,East,0,0
2162,61,26803,30,1645,7,9,1,South,0,0
2163,31,31050,18,13700,8,1,1,East,0,0
2164,59,46784,14,19618,4,7,3,East,0,0
2165,44,42199,32,11964,8,9,2,South,0,0
2166,39,43630,16,2962,10,3,2,South,0,0
2167,24,37694,19,18193,4,6,1,North,0,0
2168,46,45462,8,7473,1,9,1,East,1,0
2169,58,37976,2,8483,4,9,2,North,0,0
2170,62,46760,1,5415,5,4,1,East,0,0
2171,52,49276,17,16848,10,8,0,East,0,0
2172,59,59280,22,9705,8,8,2,North,1,1
2173,56,33823,18,11704,12,7,0,North,0,1
2174,60,39866,6,17391,10,6,1,East,1,0
2175,57,25372,34,13451,6,3,1,West,1,0
2176,53,61915,19,14068,11,4,1,South,0,0
2177,56,16294,19,11320,10,9,1,East,1,0
2178,23,60194,18,14208,5,7,0,North,0,0
2179,29,41121,15,2844,3,8,2,West,0,0
2180,28,45021,20,16257,4,6,1,East,0,0
2181,53,38011,28,8559,6,1,0,East,0,0
2182,26,40373,23,10294,6,9,0,West,0,1
2183,61,47057,28,1679,6,3,3,South,0,0
2184,59,20360,30,8190,2,3,0,South,1,0
2185,24,32174,11,6347,11,9,3,South,1,1
2186,33,29859,29,13725,12,4,1,North,0,1
2187,22,45368,3,12561,14,8,1,South,0,0
2188,25,40052,29,14571,8,4,1,West,1,0
2189,64,47417,4,12015,8,2,0,West,0,0
2190,47,41977,15,1009,6,5,0,East,1,0
2191,52,52703,26,16987,14,3,0,South,0,0
2192,41,31116,3,13445,14,4,0,North,1,0
2193,28,40697,7,16203,4,3,0,West,0,0
2194,58,53312,7,12023,2,1,0,North,1,0
2195,28,50911,16,6321,6,4,0,West,0,0
2196,23,22244,2,11378,6,9,1,West,1,1
2197,64,27746,26,17079,10,7,2,West,0,0
2198,23,39018,33,8506,3,6,1,North,0,0
2199,42,37181,20,11219,2,9,1,West,0,1
2200,26,39214,23,2456,4,4,1,West,1,0
2201,22,49554,28,1043,8,6,4,West,1,0
2202,43,43472,5,8326,5,3,1,North,1,0
2203,64,44172,13,11086,3,3,1,West,1,0
2204,22,48047,13,8776,13,8,0,West,0,0
2205,58,52890,23,19955,14,5,1,South,1,0
2206,37,5000,12,15892,13,8,1,West,0,0
2207,55,35360,0,9200,12,9,2,East,0,1
2208,54,29404,11,6632,5,2,3,East,1,1
2209,43,45703,23,14700,9,7,1,West,1,1
2210,50,34454,19,2862,11,2,1,West,0,0
2211,28,40910,5,18617,8,7,2,East,0,0
2212,42,50225,11,5711,12,3,1,East,1,0
2213,64,32764,20,3457,10,8,3,North,0,1
2214,56,44353,2,12196,7,4,2,East,0,0
2215,25,58645,26,13839,4,9,0,North,0,0
2216,33,49979,16,7699,2,4,0,East,1,0
2217,49,20970,14,14167,12,2,1,West,0,0
2218,51,36499,3,9459,9,4,2,West,0,0
2219,36,44269,16,8157,3,5,2,East,0,0
2220,62,46633,10,13053,6,8,0,East,0,0
2221,50,36971,11,3714,14,3,1,East,0,0
2222,36,32322,31,8364,13,9,1,East,1,0
2223,32,40813,26,16256,7,9,0,West,0,0
2224,37,26957,26,12998,12,3,3,North,0,0
2225,36,53196,28,10583,3,8,1,South,1,1
2226,32,62424,8,10274,3,6,1,South,0,0
2227,28,44736,2,13271,3,6,3,North,0,0
2228,40,37210,28,3835,3,2,1,East,1,0
2229,23,51290,20,9013,3,8,3,North,0,1
2230,36,49263,34,14239,7,7,2,West,0,1
2231,50,36693,9,5205,13,2,3,North,0,0
2232,43,39425,22,14853,14,4,1,South,0,0
2233,48,32685,24,3154,5,5,1,North,0,0
2234,60,41976,23,11536,4,9,2,East,1,0
2235,25,43586,19,4923,6,2,0,North,1,0
2236,40,30638,14,11046,14,7,0,South,1,0
2237,60,27103,20,8262,8,5,0,East,1,0
2238,64,24087,11,4868,2,2,1,West,1,1
2239,21,44998,17,4790,12,3,2,South,1,1
2240,50,39862,22,12224,3,5,0,East,1,0
2241,41,38997,28,19391,2,1,3,East,1,1
2242,40,45574,4,2273,14,7,1,West,1,0
2243,26,29188,25,12159,7,1,1,South,0,1
2244,42,27156,10,13434,12,6,2,South,1,1
2245,38,42892,10,14328,2,6,0,North,1,0
2246,28,19255,17,15703,14,1,0,North,1,0
2247,59,36892,11,10404,5,7,0,East,1,0
2248,52,69597,15,8811,11,8,0,East,0,0
2249,53,23817,26,11487,10,3,1,East,0,0
2250,36,34843,16,11389,9,1,2,East,1,0
2251,32,14525,20,3264,8,2,0,West,0,0
2252,58,37195,30,16365,8,1,2,North,1,0
2253,54,63598,34,16196,3,9,1,West,1,0
2254,34,45603,26,18994,13,4,1,West,1,0
2255,56,32634,22,10610,13,7,1,North,1,0
2256,53,66176,31,19170,12,5,3,South,1,1
2257,43,19091,16,14869,14,9,1,North,1,1
2258,22,45447,10,11069,1,9,1,West,1,0
2259,61,40778,0,12099,2,6,0,East,0,0
